0.01,0.440358495609338
0.02,0.481444499031368
0.03,0.489733321177878
0.04,0.491196512307347
0.05,0.490566617042046
0.06,0.489196189165795
0.07,0.487569612328522
0.08,0.48588308157486
0.09,0.484220927094686
0.1,0.482619448723131
0.11,0.481092891028098
0.12,0.47964503274395
0.13,0.478274606573983
0.14,0.476978003781452
0.15,0.475750646203524
0.16,0.474587669562712
0.17,0.473484272256193
0.18,0.472435912702684
0.19,0.47143836434529
0.2,0.470487744247796
0.21,0.469580522566798
0.22,0.468713435265377
0.23,0.467883610945639
0.24,0.467088354994044
0.25,0.466325270458984
0.26,0.465829899401607
0.27,0.465362499858794
0.28,0.464921273526026
0.29,0.464504563307595
0.3,0.464110854151981
0.31,0.463738785067114
0.32,0.463387029199598
0.33,0.463054443187511
0.34,0.462739949365967
0.35,0.462442570988566
0.36,0.462161354991075
0.37,0.461895468633433
0.38,0.461644141242072
0.39,0.46140661395736
0.4,0.461182209004449
0.41,0.460970300464828
0.42,0.460770297642445
0.43,0.460581648947501
0.44,0.460403838623966
0.45,0.460236401101188
0.46,0.460078849142171
0.47,0.459930792530816
0.48,0.459791803322294
0.49,0.459661511583583
0.5,0.459539569682814
0.51,0.459425644305771
0.52,0.459319438222682
0.53,0.459220619743211
0.54,0.45912892527259
0.55,0.459044088988881
0.56,0.458965859107179
0.57,0.458894019013178
0.58,0.458828297969242
0.59,0.458497253034935
0.6,0.458171912584056
0.61,0.458282259199918
0.62,0.458382518010551
0.63,0.458487925679049
0.64,0.458598353020845
0.65,0.458713614075556
0.66,0.458833542895408
0.67,0.458958028033184
0.68,0.459086929918004
0.69,0.459220063187801
0.7,0.459357334733078
0.71,0.459498656884773
0.72,0.459643843325331
0.73,0.45979283368954
0.74,0.459945503021778
0.75,0.460101751508436
0.76,0.460261455665515
0.77,0.460424558382783
0.78,0.46059095083557
0.79,0.460760545029696
0.8,0.460933256327181
0.81,0.461108985982631
0.82,0.461287693319342
0.83,0.461469279197351
0.84,0.46165367403038
0.85,0.461840807671424
0.86,0.462030595175546
0.87,0.462223005878375
0.88,0.462417942198511
0.89,0.462615377922196
0.9,0.462815237017413
0.91,0.465962380629131
0.92,0.475403811464287
0.93,0.497227472363961
0.94,0.526712647910576
0.95,0.556197823457191
0.96,0.585682999003806
0.97,0.615168174550422
0.98,0.644653350097037
0.99,0.674138525643652
1.0,0.703623701190268
1.01,0.733108876736883
1.02,0.762594052283498
1.03,0.792079227830114
1.04,0.821564403376729
1.05,0.851049578923344
1.06,0.853415238496185
1.07,0.855887302987214
1.08,0.858462451697112
1.09,0.86113776048191
1.1,0.863910524752326
1.11,0.866778805065091
1.12,0.869740673153386
1.13,0.872794494433526
1.14,0.874490504500873
1.15,0.874303908100422
1.16,0.873306543194901
1.17,0.872347206125047
1.18,0.871447869455831
1.19,0.870433114210028
1.2,0.868923037605444
1.21,0.867398616658417
1.22,0.865911065584199
1.23,0.864455894067572
1.24,0.863029326460302
1.25,0.861627802951163
1.26,0.860248379018825
